app_id,pub_id,publication_date,publication_year,project_start_date,months_since_project_start,publication_before_or_after_policy,title,doi,pubmed_id,journal
15326,15829,2025-03-27,2025,2015-10-03,113,after_policy,Efficient blockLASSO for polygenic scores with applications to All of Us and UK Biobank,10.1186/s12864-025-11505-0,40148775,BMC Genomics
15326,18485,2026-01-23,2026,2015-10-03,123,after_policy,Improving polygenic score prediction for underrepresented groups through transfer learning,10.1038/s41467-026-68696-7,41577700,Nature Communications
15326,19170,2025-10-15,2025,2015-10-03,120,after_policy,Population-specific polygenic risk scores for people of Han Chinese ancestry,10.1038/s41586-025-09350-y,41094136,Nature
15326,20260,2026-07-16,2026,2015-10-03,129,after_policy,Hiding in plain sight: uncovering the genetic basis of complex phenotypes through low-risk groups,10.1093/genetics/iyag162,0,Genetics
15357,10411,2021-10-05,2021,2015-10-01,72,before_policy,A sex-specific evolutionary interaction between ADCY9 and CETP,10.7554/elife.69198,34609279,eLife
15390,4858,2020-07-21,2020,2015-12-01,55,before_policy,Fine-scale population structure in the UK Biobank: implications for genome-wide association studies,10.1093/hmg/ddaa157,32691046,Human Molecular Genetics
15422,11518,2023-06-01,2023,2016-04-25,85,before_policy,"Identifying subtypes of heart failure from three electronic health record sources with machine learning: an external, prognostic, and genetic validation study",10.1016/s2589-7500(23)00065-1,37236697,The Lancet Digital Health
15422,11573,2023-06-20,2023,2016-04-25,85,before_policy,Cross-phenotype relationship between opioid use disorder and suicide attempts: new evidence from polygenic association and Mendelian randomization analyses,10.1038/s41380-023-02124-w,37340172,Molecular Psychiatry
15422,14315,2024-11-21,2024,2016-04-25,102,after_policy,Genome-wide association analysis provides insights into the molecular etiology of dilated cardiomyopathy,10.1038/s41588-024-01952-y,39572783,Nature Genetics
15479,4398,2017-11-10,2017,2016-02-01,21,before_policy,"Breast-feeding and risk of asthma, hay fever, and eczema",10.1016/j.jaci.2017.10.022,29132959,Journal of Allergy and Clinical Immunology
15479,5007,2019-07-30,2019,2016-02-01,41,before_policy,"Genome-wide association analysis of 350 000 Caucasians from the UK Biobank identifies novel loci for asthma, hay fever and eczema",10.1093/hmg/ddz175,31361310,Human Molecular Genetics
15479,9458,2023-09-28,2023,2016-02-01,91,before_policy,Body Mass Index and the Risk of Rheumatic Disease: Linear and Nonlinear Mendelian Randomization Analyses,10.1002/art.42613,37219954,Arthritis & Rheumatology
15479,10369,2022-07-22,2022,2016-02-01,77,before_policy,Gene-Based Variant Analysis of Whole-Exome Sequencing in Relation to Eosinophil Count,10.3389/fimmu.2022.862255,35935937,Frontiers in Immunology
15479,16534,2025-07-04,2025,2016-02-01,113,after_policy,Toll-like receptor 4 (TLR-4) polymorphisms and asthma risk in rural and urban settings: findings from the UK biobank,10.48101/ujms.v130.12243,40761635,Upsala Journal of Medical Sciences
15595,4604,2020-10-30,2020,2016-04-01,54,before_policy,Conventional and Genetic Evidence on the Association between Adiposity and CKD,10.1681/asn.2020050679,33127858,Journal of the American Society of Nephrology
15595,4622,2020-07-16,2020,2016-04-01,51,before_policy,"Cross-sectional associations between central and general adiposity with albuminuria: observations from 400,000 people in UK Biobank",10.1038/s41366-020-0642-3,32678323,International Journal of Obesity
15595,10896,2022-01-18,2022,2016-04-01,69,before_policy,Fibroblast Growth Factor-23 and Risk of Cardiovascular Diseases,10.2215/cjn.05080422,36719157,Clinical Journal of the American Society of Nephrology
15595,12240,2022-09-09,2022,2016-04-01,77,before_policy,"Determining the Relationship Between Blood Pressure, Kidney Function, and Chronic Kidney Disease: Insights From Genetic Epidemiology",10.1161/hypertensionaha.122.19354,36082669,Hypertension
15666,2878,2018-10-02,2018,2015-10-20,35,before_policy,Education can reduce health differences related to genetic risk of obesity,10.1073/pnas.1802909115,30279179,Proceedings of the National Academy of Sciences of the United States of America
15666,17000,2025-07-16,2025,2015-10-20,116,after_policy,Genetics and Socioeconomic Status: Some Preliminary Evidence on Mechanisms.,10.1086/732835,40894263,Journal of Political Economy Microeconomics
15666,18686,2021-06-09,2021,2015-10-20,67,before_policy,DISTRIBUTIONAL EFFECTS OF EDUCATION ON HEALTH,10.3368/jhr.59.2.0720-11064r1,37484544,The Journal of Human Resources
15678,2263,2018-06-13,2018,2015-12-01,30,before_policy,"Genome-wide association study of habitual physical activity in over 377,000 UK Biobank participants identifies multiple variants including CADM2 and APOE",10.1038/s41366-018-0120-3,29899525,International Journal of Obesity
15678,3276,2020-03-12,2020,2015-12-01,51,before_policy,"Associations of air pollution with obesity and body fat percentage, and modification by polygenic risk score for BMI in the UK Biobank",10.1016/j.envres.2020.109364,32247148,Environmental Research
15678,5290,2020-06-01,2020,2015-12-01,54,before_policy,"Iterative hard thresholding in genome-wide association studies: Generalized linear models, prior weights, and double sparsity",10.1093/gigascience/giaa044,32491161,GigaScience
15678,5506,2019-12-26,2019,2015-12-01,48,before_policy,Ordered multinomial regression for genetic association analysis of ordinal phenotypes at Biobank scale,10.1002/gepi.22276,31879980,Genetic Epidemiology
15678,5537,2020-06-03,2020,2015-12-01,54,before_policy,Phenotypic and Genetic Characterization of Lower LDL Cholesterol and Increased Type 2 Diabetes Risk in the UK Biobank,10.2337/db19-1134,32493714,Diabetes
15678,7178,2022-03-11,2022,2015-12-01,75,before_policy,Genome-wide Association Study of Liking for Several Types of Physical Activity in the UK Biobank and Two Replication Cohorts,10.1249/mss.0000000000002907,35320144,Medicine & Science in Sports & Exercise
15678,10695,2022-11-16,2022,2015-12-01,83,before_policy,Genome-wide association study of a lipedema phenotype among women in the UK Biobank identifies multiple genetic risk factors,10.1038/s41431-022-01231-6,36385154,European Journal of Human Genetics
15678,11279,2023-04-03,2023,2015-12-01,88,before_policy,Multivariate genome-wide association analysis by iterative hard thresholding,10.1093/bioinformatics/btad193,37067496,Bioinformatics
15678,12620,2022-01-07,2022,2015-12-01,73,before_policy,Identification of genetic loci simultaneously associated with multiple cardiometabolic traits,10.1016/j.numecd.2022.01.002,35168826,Nutrition Metabolism and Cardiovascular Diseases
15678,12929,2024-07-01,2024,2015-12-01,103,before_policy,Associations between accelerometer-derived sedentary behavior and physical activity with white matter hyperintensities in middle-aged to older adults,10.1002/dad2.70001,39183745,Alzheimer's & Dementia Diagnosis Assessment & Disease Monitoring
15678,15477,2025-04-18,2025,2015-12-01,112,after_policy,Nonlinear Associations of Accelerometer-Based Sedentary Time With Cognitive Functions in the UK Biobank,10.1093/geronb/gbaf071,40247819,The Journals of Gerontology Series B
15678,18683,2021-01-01,2021,2015-12-01,61,before_policy,"ORTHOGONAL TRACE-SUM MAXIMIZATION: APPLICATIONS, LOCAL ALGORITHMS, AND GLOBAL OPTIMALITY",10.1137/20m1363388,34776610,SIAM Journal on Matrix Analysis and Applications
15697,4564,2016-11-30,2016,2017-06-01,-7,before_policy,Commonly prescribed drugs associate with cognitive function: a cross-sectional study in UK Biobank,10.1136/bmjopen-2016-012177,27903560,BMJ Open
15697,7998,2023-01-07,2023,2017-06-01,67,before_policy,Research-ready data: the C-Surv data model,10.1007/s10654-022-00916-y,36609896,European Journal of Epidemiology
15697,8273,2023-11-22,2023,2017-06-01,77,before_policy,A psychometric evaluation of the 16-item PHQ-ADS concomitant anxiety and depression scale in the UK biobank using item response theory,10.1016/j.jad.2023.11.067,38000468,Journal of Affective Disorders
15697,9456,2023-09-28,2023,2017-06-01,75,before_policy,Education is power: preserving cognition in the UK biobank,10.3389/fpubh.2023.1244306,37841724,Frontiers in Public Health
15697,9815,2022-08-29,2022,2017-06-01,62,before_policy,"Cumulative life course adversity, mental health, and cognition in the UK biobank",10.1038/s41598-022-18928-9,36038622,Scientific Reports
15697,9955,2024-04-06,2024,2017-06-01,82,before_policy,Distress and neuroticism as mediators of the effect of childhood and adulthood adversity on cognitive performance in the UK Biobank study,10.1038/s41598-024-58510-z,38582859,Scientific Reports
15697,14252,2024-11-27,2024,2017-06-01,89,after_policy,"The impact of early adversity on later life health, lifestyle, and cognition",10.1186/s12889-024-20768-3,39604955,BMC Public Health
15697,16290,2025-06-18,2025,2017-06-01,96,after_policy,Call up the (cognitive) reserves: how adult socialisation and education influences cognition in the UK Biobank,10.3389/fpsyg.2025.1542282,40606890,Frontiers in Psychology
15697,17500,2026-03-04,2026,2017-06-01,105,after_policy,"Associations between early-life adversity, coping strategies, and adult mental health, brain, and cognition",10.1038/s41598-026-42435-w,41781629,Scientific Reports
15700,11973,2024-05-28,2024,2016-07-18,94,before_policy,Association between socioeconomic deprivation and bone health status in the UK biobank cohort participants,10.1007/s00198-024-07115-3,38806788,Osteoporosis International
15716,4480,2016-02-05,2016,2013-03-01,35,before_policy,Childhood febrile illness and the risk of myopia in UK Biobank participants,10.1038/eye.2016.7,26846593,Eye
15716,7671,2015-12-01,2015,2013-03-01,33,before_policy,Role of Educational Exposure in the Association Between Myopia and Birth Order,10.1001/jamaophthalmol.2015.3556,26448589,JAMA Ophthalmology
15825,1743,2019-11-19,2019,2016-01-01,46,before_policy,Genetic evidence for assortative mating on alcohol consumption in the UK Biobank,10.1038/s41467-019-12424-x,31745073,Nature Communications
15825,4044,2019-03-05,2019,2016-01-01,38,before_policy,An atlas of polygenic risk score associations to highlight putative causal relationships across the human phenome,10.7554/elife.43657,30835202,eLife
15825,4082,2019-01-18,2019,2016-01-01,36,before_policy,Apparent latent structure within the UK Biobank sample has implications for epidemiological analysis,10.1038/s41467-018-08219-1,30659178,Nature Communications
15825,4344,2021-02-23,2021,2016-01-01,61,before_policy,Bias in two-sample Mendelian randomization when using heritable covariable-adjusted summary associations,10.1093/ije/dyaa266,33619569,International Journal of Epidemiology
15825,4544,2020-11-12,2020,2016-01-01,58,before_policy,Collider bias undermines our understanding of COVID-19 disease risk and severity,10.1038/s41467-020-19478-2,33184277,Nature Communications
15825,4548,2020-09-01,2020,2016-01-01,56,before_policy,"Combined Effect of PNPLA3, TM6SF2, and HSD17B13 Variants on Risk of Cirrhosis and Hepatocellular Carcinoma in the General Population",10.1002/hep.31238,32190914,Hepatology
15825,4569,2021-04-12,2021,2016-01-01,63,before_policy,Comparative performance of lung cancer risk models to define lung screening eligibility in the United Kingdom,10.1038/s41416-021-01278-0,33846525,British Journal of Cancer
15825,4753,2021-05-21,2021,2016-01-01,64,before_policy,Effects of apolipoprotein B on lifespan and risks of major diseases including type 2 diabetes: a mendelian randomisation analysis using outcomes in first-degree relatives,10.1016/s2666-7568(21)00086-6,34729547,The Lancet Healthy Longevity
15825,4801,2020-07-24,2020,2016-01-01,54,before_policy,Evaluating shared genetic influences on nonsyndromic cleft lip/palate and oropharyngeal neoplasms,10.1002/gepi.22343,32710482,Genetic Epidemiology
15825,4805,2020-03-23,2020,2016-01-01,50,before_policy,Evaluating the relationship between circulating lipoprotein lipids and apolipoproteins with risk of coronary heart disease: A multivariable Mendelian randomisation analysis,10.1371/journal.pmed.1003062,32203549,PLOS Medicine
15825,4889,2019-04-01,2019,2016-01-01,39,before_policy,Genetic and observational evidence supports a causal role of sex hormones on the development of asthma,10.1136/thoraxjnl-2018-212207,30936389,Thorax
15825,5268,2019-06-26,2019,2016-01-01,41,before_policy,Investigating causal relations between sleep traits and risk of breast cancer in women: mendelian randomisation study,10.1136/bmj.l2327,31243001,The BMJ
15825,5559,2020-04-28,2020,2016-01-01,51,before_policy,Pleiotropy of polygenic factors associated with focal and generalized epilepsy in the general population,10.1371/journal.pone.0232292,32343744,PLOS ONE
15825,5793,2021-05-25,2021,2016-01-01,64,before_policy,Systemic inflammation markers and cancer incidence in the UK Biobank,10.1007/s10654-021-00752-6,34036468,European Journal of Epidemiology
15825,5826,2021-06-21,2021,2016-01-01,65,before_policy,The causal effects of serum lipids and apolipoproteins on kidney function: multivariable and bidirectional Mendelian-randomization analyses,10.1093/ije/dyab014,34151951,International Journal of Epidemiology
15825,5955,2020-05-06,2020,2016-01-01,52,before_policy,Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study,10.1136/bmj.m1203,32376654,The BMJ
15825,7084,2022-07-18,2022,2016-01-01,78,before_policy,Estimation of causal effects of a time-varying exposure at multiple time points through multivariable mendelian randomization,10.1371/journal.pgen.1010290,35849575,PLOS Genetics
15825,7422,2022-02-25,2022,2016-01-01,73,before_policy,Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation,10.1371/journal.pbio.3001547,35213538,PLOS Biology
15825,8128,2022-10-11,2022,2016-01-01,81,before_policy,Constructing an atlas of associations between polygenic scores from across the human phenome and circulating metabolic biomarkers,10.7554/elife.73951,36219204,eLife
15825,8541,2018-06-08,2018,2016-01-01,29,before_policy,Systematic Mendelian randomization framework elucidates hundreds of CpG sites which may mediate the influence of genetic variants on disease,10.1093/hmg/ddy210,29893838,Human Molecular Genetics
15825,8697,2019-02-27,2019,2016-01-01,37,before_policy,Investigating causality in the association between vitamin D status and self-reported tiredness,10.1038/s41598-019-39359-z,30814568,Scientific Reports
15825,9113,2020-05-14,2020,2016-01-01,52,before_policy,Characterizing the Causal Pathway for Genetic Variants Associated with Neurological Phenotypes Using Human Brain-Derived Proteome Data,10.1016/j.ajhg.2020.04.007,32413284,American Journal of Human Genetics
15825,9183,2023-12-12,2023,2016-01-01,95,before_policy,"A drug target for erectile dysfunction to help improve fertility, sexual activity, and wellbeing: mendelian randomisation study",10.1136/bmj-2023-076197,38086555,The BMJ
15825,10108,2024-03-15,2024,2016-01-01,98,before_policy,A genome-wide association study of neutrophil count in individuals associated to an African continental ancestry group facilitates studies of malaria pathogenesis,10.1186/s40246-024-00585-w,38491524,Human Genomics
15825,10324,2022-06-09,2022,2016-01-01,77,before_policy,A lifecourse mendelian randomization study highlights the long-term influence of childhood body size on later life heart structure,10.1371/journal.pbio.3001656,35679339,PLOS Biology
15825,10326,2022-06-13,2022,2016-01-01,77,before_policy,"Role of circulating polyunsaturated fatty acids on cardiovascular diseases risk: analysis using Mendelian randomization and fatty acid genetic association data from over 114,000 UK Biobank participants",10.1186/s12916-022-02399-w,35692035,BMC Medicine
15825,10382,2022-07-29,2022,2016-01-01,78,before_policy,Evaluating the efficacy and mechanism of metformin targets on reducing Alzheimer's disease risk in the general population: a Mendelian randomisation study,10.1007/s00125-022-05743-0,35902387,Diabetologia
15825,10586,2021-11-05,2021,2016-01-01,70,before_policy,Integrative multiomics analysis highlights immune-cell regulatory mechanisms and shared genetic architecture for 14 immune-associated diseases and cancer outcomes,10.1016/j.ajhg.2021.10.003,34741802,American Journal of Human Genetics
15825,11206,2023-03-16,2023,2016-01-01,86,before_policy,Non-Alcoholic Fatty Liver Disease and Vitamin D in the UK Biobank: A Two-Sample Bidirectional Mendelian Randomisation Study,10.3390/nu15061442,36986172,Nutrients
15825,11363,2023-04-20,2023,2016-01-01,87,before_policy,The association between genetically elevated polyunsaturated fatty acids and risk of cancer,10.1016/j.ebiom.2023.104510,37086649,EBioMedicine
15825,11420,2023-05-08,2023,2016-01-01,88,before_policy,Leveraging family history data to disentangle time-varying effects on disease risk using lifecourse mendelian randomization,10.1007/s10654-023-01001-8,37156976,European Journal of Epidemiology
15825,12408,2022-04-19,2022,2016-01-01,75,before_policy,Plasma Caffeine Levels and Risk of Alzheimer's Disease and Parkinson's Disease: Mendelian Randomization Study,10.3390/nu14091697,35565667,Nutrients
15825,12420,2022-04-09,2022,2016-01-01,75,before_policy,A rare genetic variant in the manganese transporter SLC30A10 and elevated liver enzymes in the general population,10.1007/s12072-022-10331-w,35397106,Hepatology International
15825,12577,2022-01-31,2022,2016-01-01,72,before_policy,Harnessing tissue-specific genetic variation to dissect putative causal pathways between body mass index and cardiometabolic phenotypes,10.1016/j.ajhg.2021.12.013,35090585,American Journal of Human Genetics
15825,12579,2022-01-29,2022,2016-01-01,72,before_policy,A framework for research into continental ancestry groups of the UK Biobank,10.1186/s40246-022-00380-5,35093177,Human Genomics
15825,13348,2024-06-20,2024,2016-01-01,101,before_policy,Comparison of caffeine consumption behavior with plasma caffeine levels as exposure measures in drug-target mendelian randomization,10.1093/aje/kwae143,38904434,American Journal of Epidemiology
15825,13771,2019-06-01,2019,2016-01-01,41,before_policy,An integrative approach to detect epigenetic mechanisms that putatively mediate the influence of lifestyle exposures on disease susceptibility,10.1093/ije/dyz119,31257439,International Journal of Epidemiology
15825,13848,2022-01-20,2022,2016-01-01,72,before_policy,Harnessing Whole Genome Polygenic Risk Scores to Stratify Individuals Based on Cardiometabolic Risk Factors and Biomarkers at Age 10 in the Lifecourse,10.1161/atvbaha.121.316650,35045726,Arteriosclerosis Thrombosis and Vascular Biology
15825,13888,2022-03-18,2022,2016-01-01,74,before_policy,Taller height and risk of coronary heart disease and cancer: A within-sibship Mendelian randomization study,10.7554/elife.72984,35302490,eLife
15825,14127,2022-08-10,2022,2016-01-01,79,before_policy,The relationship between blood pressure and risk of renal cell carcinoma,10.1093/ije/dyac042,35312764,International Journal of Epidemiology
15825,16743,2025-12-05,2025,2016-01-01,119,after_policy,A protocol for using human genetic data to identify circulating protein level changes that are the causal consequence of cancer processes,10.1371/journal.pone.0312970,41348656,PLOS ONE
15825,18250,2026-02-25,2026,2016-01-01,121,after_policy,Assessing the causal effects of environmental tobacco smoke exposure: a meta-analytic Mendelian randomization study,10.1093/ntr/ntag047,41738305,Nicotine & Tobacco Research
15856,3077,2019-02-05,2019,2016-03-11,34,before_policy,Physical activity of UK adults with chronic disease: cross-sectional analysis of accelerometer-measured physical activity in 96 706 UK Biobank participants,10.1093/ije/dyy294,30721947,International Journal of Epidemiology
15856,3965,2021-01-12,2021,2016-03-11,58,before_policy,Accelerometer measured physical activity and the incidence of cardiovascular disease: Evidence from the UK Biobank cohort study,10.1371/journal.pmed.1003487,33434193,PLOS Medicine
15856,4153,2018-11-02,2018,2016-03-11,31,before_policy,Association between musculoskeletal pain at multiple sites and objectively measured physical activity and work capacity: Results from UK Biobank study,10.1016/j.jsams.2018.10.008,30448322,Journal of Science and Medicine in Sport
15860,3922,2020-11-23,2020,2016-01-01,58,before_policy,A phenome-wide association study of 26 mendelian genes reveals phenotypic expressivity of common and rare variants within the general population,10.1371/journal.pgen.1008802,33226994,PLOS Genetics
15860,3992,2020-09-28,2020,2016-01-01,56,before_policy,Adults With Mild-to-Moderate Congenital Heart Disease Demonstrate Measurable Neurocognitive Deficits,10.1161/jaha.119.015379,32981450,Journal of the American Heart Association
15860,5530,2019-07-25,2019,2016-01-01,42,before_policy,Phenome-wide Burden of Copy-Number Variation in the UK Biobank,10.1016/j.ajhg.2019.07.001,31353025,American Journal of Human Genetics
15860,8675,2018-12-04,2018,2016-01-01,35,before_policy,"Loss of function, missense, and intronic variants in NOTCH1 confer different risks for left ventricular outflow tract obstructive heart defects in two European cohorts",10.1002/gepi.22176,30511478,Genetic Epidemiology
15860,9886,2024-04-16,2024,2016-01-01,99,before_policy,Learning epistatic polygenic phenotypes with Boolean interactions,10.1371/journal.pone.0298906,38625909,PLOS ONE
15860,10286,2022-05-30,2022,2016-01-01,76,before_policy,High heritability of ascending aortic diameter and trans-ancestry prediction of thoracic aortic disease,10.1038/s41588-022-01070-7,35637384,Nature Genetics
15860,11301,2023-04-05,2023,2016-01-01,87,before_policy,Genetic Determinants of the Interventricular Septum Are Linked to Ventricular Septal Defects and Hypertrophic Cardiomyopathy,10.1161/circgen.122.003708,37017090,Circulation Genomic and Precision Medicine
15860,13767,2019-04-16,2019,2016-01-01,39,before_policy,Substantial Cardiovascular Morbidity in Adults with Lower-Complexity Congenital Heart Disease,10.1161/circulationaha.118.037064,30813762,Circulation
15860,16600,2020-11-15,2020,2016-01-01,58,before_policy,Inherited Extremes of Aortic Diameter Confer Risk for a Specific Class of Congenital Heart Disease.,10.1161/circgen.120.003170,33191768,Circulation Genomic and Precision Medicine
15915,5156,2019-09-05,2019,2016-11-01,34,before_policy,Human Y Chromosome Exerts Pleiotropic Effects on Susceptibility to Atherosclerosis,10.1161/atvbaha.119.312405,31644355,Arteriosclerosis Thrombosis and Vascular Biology
16009,5025,2020-02-13,2020,2016-02-01,48,before_policy,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci,10.1016/j.ajhg.2020.01.017,32059762,American Journal of Human Genetics
16032,5704,2020-02-19,2020,2016-02-01,48,before_policy,Self-reported and objectively measured physical activity in people with and without chronic heart failure: UK Biobank analysis,10.1136/openhrt-2019-001099,32153787,Open Heart
16066,3634,2019-11-29,2019,2016-03-01,44,before_policy,"Genetic effects on planum temporale asymmetry and their limited relevance to neurodevelopmental disorders, intelligence or educational attainment",10.1016/j.cortex.2019.11.006,31887566,Cortex
16066,3652,2019-01-24,2019,2016-03-01,34,before_policy,A large-scale population study of early life factors influencing left-handedness,10.1038/s41598-018-37423-8,30679750,Scientific Reports
16066,5115,2021-11-16,2021,2016-03-01,68,before_policy,"Handedness and its genetic influences are associated with structural asymmetries of the cerebral cortex in 31,864 individuals",10.1073/pnas.2113095118,34785596,Proceedings of the National Academy of Sciences of the United States of America
16066,5308,2021-04-09,2021,2016-03-01,61,before_policy,Large-Scale Phenomic and Genomic Analysis of Brain Asymmetrical Skew,10.1093/cercor/bhab075,33836062,Cerebral Cortex
16066,5518,2021-07-01,2021,2016-03-01,64,before_policy,Patterns of brain asymmetry associated with polygenic risks for autism and schizophrenia implicate language and executive functions but not brain masculinization,10.1038/s41380-021-01204-z,34211121,Molecular Psychiatry
16066,5855,2021-03-15,2021,2016-03-01,60,before_policy,The genetic architecture of structural left-right asymmetry of the human brain,10.1038/s41562-021-01069-w,33723403,Nature Human Behaviour
16066,7627,2021-06-02,2021,2016-03-01,63,before_policy,Whole-genome sequencing identifies functional noncoding variation in SEMA3C that cosegregates with dyslexia in a multigenerational family,10.1007/s00439-021-02289-w,34076780,Human Genetics
16066,7662,2019-04-12,2019,2016-03-01,37,before_policy,The molecular genetics of hand preference revisited,10.1038/s41598-019-42515-0,30980028,Scientific Reports
16066,7941,2023-02-17,2023,2016-03-01,83,before_policy,Genetic architecture of the white matter connectome of the human brain,10.1126/sciadv.add2870,36800424,Science Advances
16066,8830,2019-04-23,2019,2016-03-01,37,before_policy,Genome sequencing for rightward hemispheric language dominance,10.1111/gbb.12572,30950222,Genes Brain & Behavior
16066,9980,2024-04-02,2024,2016-03-01,97,before_policy,Exome-wide analysis implicates rare protein-altering variants in human handedness,10.1038/s41467-024-46277-w,38565598,Nature Communications
16066,10418,2022-08-02,2022,2016-03-01,77,before_policy,Machine learning of large-scale multimodal brain imaging data reveals neural correlates of hand preference,10.1016/j.neuroimage.2022.119534,35931311,NeuroImage
16066,10478,2022-09-26,2022,2016-03-01,78,before_policy,Using neuroimaging genomics to investigate the evolution of human brain structure,10.1073/pnas.2200638119,36161899,Proceedings of the National Academy of Sciences of the United States of America
16066,12450,2022-03-26,2022,2016-03-01,72,before_policy,Inherited variants in CHD3 show variable expressivity in Snijders Blok-Campeau syndrome,10.1016/j.gim.2022.02.014,35346573,Genetics in Medicine
16066,13000,2024-08-12,2024,2016-03-01,101,after_policy,The neocortical infrastructure for language involves region-specific patterns of laminar gene expression,10.1073/pnas.2401687121,39133845,Proceedings of the National Academy of Sciences of the United States of America
16066,13366,2024-09-28,2024,2016-03-01,102,after_policy,"Imaging genetics of language network functional connectivity reveals links with language-related abilities, dyslexia and handedness",10.1038/s42003-024-06890-3,39342056,Communications Biology
16066,13975,2024-12-18,2024,2016-03-01,105,after_policy,Distinct impact modes of polygenic disposition to dyslexia in the adult brain,10.1126/sciadv.adq2754,39693421,Science Advances
16066,17249,2025-12-10,2025,2016-03-01,117,after_policy,Evaluating the effects of archaic protein-altering variants in living human adults,10.1126/sciadv.ads5703,41370394,Science Advances
16066,19134,2025-10-25,2025,2016-03-01,115,after_policy,Functional characterization of pathogenic SATB2 missense variants identifies distinct effects on chromatin binding and transcriptional activity,10.1016/j.xhgg.2025.100537,41139958,Human Genetics and Genomics Advances
16084,4380,2019-05-13,2019,2016-03-01,38,before_policy,"Body Fat Distribution and Systolic Blood Pressure in 10,000 Adults with Whole-Body Imaging: UK Biobank and Oxford BioBank",10.1002/oby.22509,31081601,Obesity
16097,2795,2018-12-18,2018,2016-01-01,35,before_policy,Clinical and Genetic Determinants of Varicose Veins,10.1161/circulationaha.118.035584,30566020,Circulation
16097,2850,2018-06-29,2018,2016-01-01,29,before_policy,Bioimpedance and New-Onset Heart Failure: A Longitudinal Study of &gt;500 000 Individuals From the General Population,10.1161/jaha.118.008970,29959136,Journal of the American Heart Association
16097,2851,2018-07-01,2018,2016-01-01,30,before_policy,Large-Scale Phenome-Wide Association Study of PCSK9 Variants Demonstrates Protection Against Ischemic Stroke,10.1161/circgen.118.002162,29997226,Circulation Genomic and Precision Medicine
16124,5627,2020-04-27,2020,2018-07-17,21,before_policy,"Psychotic-like experiences, polygenic risk scores for schizophrenia, and structural properties of the salience, default mode, and central-executive networks in healthy participants from UK Biobank",10.1038/s41398-020-0794-x,32341335,Translational Psychiatry
16124,9533,2021-01-07,2021,2018-07-17,29,before_policy,Grey and white matter associations of psychotic-like experiences in a general population sample (UK Biobank),10.1038/s41398-020-01131-7,33414383,Translational Psychiatry
16124,11236,2023-03-25,2023,2018-07-17,56,before_policy,Pathway-Based Polygenic Risk Scores for Schizophrenia and Associations With Reported Psychotic-like Experiences and Neuroimaging Phenotypes in the UK Biobank,10.1016/j.bpsgos.2023.03.004,37881537,Biological Psychiatry Global Open Science
16124,12659,2021-11-17,2021,2018-07-17,40,before_policy,"White matter, cognition and psychotic-like experiences in UK Biobank",10.1017/s0033291721004244,37310314,Psychological Medicine
16153,4730,2020-06-11,2020,2017-01-02,41,before_policy,"Does meeting physical activity recommendations ameliorate association between television viewing with cardiovascular disease risk? A cross-sectional, population-based analysis",10.1136/bmjopen-2019-036507,32532775,BMJ Open
16153,5746,2019-10-04,2019,2017-01-02,33,before_policy,"Shift Workers Have Higher Blood Pressure Medicine Use, But Only When They Are Short Sleepers: A Longitudinal UK Biobank Study",10.1161/jaha.119.013269,31581870,Journal of the American Heart Association
16153,7598,2018-07-06,2018,2017-01-02,18,before_policy,Towards a demographic risk profile for sedentary behaviours in middle-aged British adults: a cross-sectional population study,10.1136/bmjopen-2017-019639,29982196,BMJ Open
16218,4927,2021-05-31,2021,2016-07-15,58,before_policy,"Genetic pleiotropy of ERCC6 loss-of-function and deleterious missense variants links retinal dystrophy, arrhythmia, and immunodeficiency in diverse ancestries",10.1002/humu.24220,34005834,Human Mutation
16218,5610,2021-01-25,2021,2016-07-15,54,before_policy,"Probing the aggregated effects of purifying selection per individual on 1,380 medical phenotypes in the UK Biobank",10.1371/journal.pgen.1009337,33493176,PLOS Genetics
16218,9237,2020-09-29,2020,2016-07-15,50,before_policy,A genotype-first approach to exploring Mendelian cardiovascular traits with clear external manifestations,10.1038/s41436-020-00973-2,32989268,Genetics in Medicine
16218,9991,2024-03-06,2024,2016-07-15,91,before_policy,Muesli Intake May Protect Against Coronary Artery Disease Mendelian Randomization on 13 Dietary Traits,10.1016/j.jacadv.2024.100888,38737007,JACC Advances
16218,10448,2022-08-20,2022,2016-07-15,73,before_policy,A tissue-level phenome-wide network map of colocalized genes and phenotypes in the UK Biobank,10.1038/s42003-022-03820-z,35987940,Communications Biology
16218,10834,2022-12-20,2022,2016-07-15,77,before_policy,Machine learning-based marker for coronary artery disease: derivation and validation in two longitudinal cohorts,10.1016/s0140-6736(22)02079-7,36563696,The Lancet
16218,11252,2023-03-29,2023,2016-07-15,80,before_policy,Phenome-wide Mendelian randomization study of plasma triglyceride levels and 2600 disease traits,10.7554/elife.80560,36988189,eLife
16218,11876,2024-06-11,2024,2016-07-15,94,before_policy,Exome sequence analysis identifies rare coding variants associated with a machine learning-based marker for coronary artery disease,10.1038/s41588-024-01791-x,38862854,Nature Genetics
