page,index_on_page,start_date_text,start_date_datetime,title,url,institution,excerpt,counts_text
209,7,9 January 2025,2025-01-09 00:00:00,"Integrating Genetic Markers, Early-Life Adversities, Inflammation, and Lipids to Identify Prodromal Signatures of Neurodegeneration and Alzheimer’s Disease",https://www.ukbiobank.ac.uk/projects/integrating-genetic-markers-early-life-adversities-inflammation-and-lipids-to-identify-prodromal-signatures-of-neurodegeneration-and-alzheimers-disease/,"Budapest University of Technology and Economics, Hungary","Complex, late-onset diseases such as Alzheimer’s Disease (AD) are influenced by a multitude of heterogeneous factors, including genetic predispositions, environmental effects, lifestyle choices, and chronic…",2081 to 2090 of 6936 results found
209,8,9 January 2025,2025-01-09 00:00:00,Identification of Core Biomarkers and Pharmacological Targets in Cardiovascular Diseases and Circadian Rhythm Disorders,https://www.ukbiobank.ac.uk/projects/identification-of-core-biomarkers-and-pharmacological-targets-in-cardiovascular-diseases-and-circadian-rhythm-disorders/,"Indian Institute of Technology (BHU) Varanasi, India","The proposed research seeks to identify core biomarkers and pharmacological targets in cardiovascular diseases (CVD) and their related comorbidities, with a specific focus on circadian…",2081 to 2090 of 6936 results found
209,9,9 January 2025,2025-01-09 00:00:00,Integrating UK Biobank Olink Proteomics for Enhanced Lung Cancer Risk Prediction and Biomarker Validation,https://www.ukbiobank.ac.uk/projects/integrating-uk-biobank-olink-proteomics-for-enhanced-lung-cancer-risk-prediction-and-biomarker-validation/,"Oxford Cancer Analytics, Great Britain",Plasma proteome provide valuable physiological insights for early cancer detection and localization. In our recent study using the Olink® Explore-3072 platform on a discovery cohort…,2081 to 2090 of 6936 results found
209,10,9 January 2025,2025-01-09 00:00:00,Study on the mechanism of internal and external environmental factors in the occurrence and development of Age-Related Hearing Loss,https://www.ukbiobank.ac.uk/projects/study-on-the-mechanism-of-internal-and-external-environmental-factors-in-the-occurrence-and-development-of-age-related-hearing-loss/,"Zhongnan Hospital of Wuhan University, China",Research Objectives This study aims to investigate the mechanisms and potential treatments for ARHL through a multifaceted approach. By studying hyperglycemia-induced maternal mice and…,2081 to 2090 of 6936 results found
210,1,9 January 2025,2025-01-09 00:00:00,Longitudinal Analysis of Musculoskeletal Multimorbidity and Its Interaction with Well-being: Insights from UK Biobank Imaging and Biomarker Data,https://www.ukbiobank.ac.uk/projects/longitudinal-analysis-of-musculoskeletal-multimorbidity-and-its-interaction-with-well-being-insights-from-uk-biobank-imaging-and-biomarker-data/,"Peking Union Medical College, China","Aims: Age-related multimorbidity, especially in musculoskeletal diseases such as osteoarthritis, rheumatoid arthritis, axial spondylarthritis, psoriatic arthritis, systemic lupus erythematosus, systemic sclerosis, gout, tendinopathy, osteoporosis,…",2091 to 2100 of 6936 results found
210,2,9 January 2025,2025-01-09 00:00:00,Predicting Stroke Outcomes Using Genomic and Imaging Data from the UK Biobank,https://www.ukbiobank.ac.uk/projects/predicting-stroke-outcomes-using-genomic-and-imaging-data-from-the-uk-biobank/,"Brown University, United States of America","Stroke is a leading cause of disability and mortality worldwide, highlighting the need for improved outcome prediction methods. This study leverages the UK Biobank’s extensive…",2091 to 2100 of 6936 results found
210,3,9 January 2025,2025-01-09 00:00:00,"An Integrated Exploration of Behavioral, Environmental, and Genetic Predictors Associated with the Onset and Prognosis of Cardiovascular Disease, Digestive Diseases, and Multimorbidity",https://www.ukbiobank.ac.uk/projects/an-integrated-exploration-of-behavioral-environmental-and-genetic-predictors-associated-with-the-onset-and-prognosis-of-cardiovascular-disease-digestive-diseases-and-multimorbidity/,"Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University, China","Modifiable and genetic determinants could jointly influence the onset and development of cardiovascular and digestive diseases, as well as multimorbidity. However, research in this domain…",2091 to 2100 of 6936 results found
210,4,9 January 2025,2025-01-09 00:00:00,Exploring associations between systemic conditions related risks and prognoses of chronic pain,https://www.ukbiobank.ac.uk/projects/exploring-associations-between-systemic-conditions-related-risks-and-prognoses-of-chronic-pain/,"Beijing Friendship Hospital, Capital Medical University, China","Chronic pain represents a significant global health burden, with its impact on individuals and society growing. Our understanding of its multifaceted etiology, particularly in relation…",2091 to 2100 of 6936 results found
210,5,9 January 2025,2025-01-09 00:00:00,Multi-omics Integration Revealing the Mechanisms of Multiorgan Dysfunction Induced by Ectopic Fat Deposition,https://www.ukbiobank.ac.uk/projects/multi-omics-integration-revealing-the-mechanisms-of-multiorgan-dysfunction-induced-by-ectopic-fat-deposition/,"Third Xiangya Hospital of Central South University, China","Research Question Ectopic fat deposition is emerging as a critical factor in multiorgan dysfunction, with significant global health implications. Obesity-related diseases, such as cardiovascular…",2091 to 2100 of 6936 results found
210,6,9 January 2025,2025-01-09 00:00:00,Long-term outcomes following critical illness,https://www.ukbiobank.ac.uk/projects/long-term-outcomes-following-critical-illness/,"University of Cambridge, Great Britain",Rationale Intensive Care Unit patients are the sickest patients in the hospital. Many will unfortunately not survive. We know from previous research that the…,2091 to 2100 of 6936 results found
210,7,9 January 2025,2025-01-09 00:00:00,"Early Alzheimer’s Forecasting from Multimodal Data via Deep Transfer Learning, Evaluated on a Large-Scale Prospective Cohort from the UK Biobank",https://www.ukbiobank.ac.uk/projects/early-alzheimers-forecasting-from-multimodal-data-via-deep-transfer-learning-evaluated-on-a-large-scale-prospective-cohort-from-the-uk-biobank/,"University of Massachusetts Amherst, United States of America","This project will develop techniques to train, adapt and transfer models for the early detection of Alzheimer’s disease from multimodal data, including genetic information, brain…",2091 to 2100 of 6936 results found
210,8,9 January 2025,2025-01-09 00:00:00,Associations between body compositions with the development of cardiometabolic diseases and cognitive disorders,https://www.ukbiobank.ac.uk/projects/associations-between-body-compositions-with-the-development-of-cardiometabolic-diseases-and-cognitive-disorders/,"Shanghai Jiao Tong University, China","Cardiometabolic diseases (CMDs) and cognitive disorders, including cardiovascular diseases, type 2 diabetes, and Alzheimer’s disease, stand as prominent global causes of morbidity and mortality, imposing…",2091 to 2100 of 6936 results found
210,9,9 January 2025,2025-01-09 00:00:00,Exploring Chronic Disease Associations: A Comprehensive Analysis of Risk Factors Using Mendelian Randomization and Epidemiological Approaches,https://www.ukbiobank.ac.uk/projects/exploring-chronic-disease-associations-a-comprehensive-analysis-of-risk-factors-using-mendelian-randomization-and-epidemiological-approaches/,"The Second Hospital of Shandong University, China","In our three-year research endeavor, we aim to uncover the hidden connections between chronic diseases-like hypertension, stroke, diabetes, and cancer-and various influencing factors. Using advanced…",2091 to 2100 of 6936 results found
210,10,9 January 2025,2025-01-09 00:00:00,Modifiable predictors of total hip and knee arthroplasty,https://www.ukbiobank.ac.uk/projects/modifiable-predictors-of-total-hip-and-knee-arthroplasty/,"University of Sydney, Australia",Chronic joint pain consistent with osteoarthritis one of the most debilitating conditions of our time. Chronic joint pain is expected to affect more and more…,2091 to 2100 of 6936 results found
211,1,9 January 2025,2025-01-09 00:00:00,Revealing obesity heterogeneity through machine learning-based patient subgrouping,https://www.ukbiobank.ac.uk/projects/revealing-obesity-heterogeneity-through-machine-learning-based-patient-subgrouping/,"Helmholtz Zentrum Munchen, Germany","The research project aims to adress the rising obesity epidemic, a pressing public health issue associated with chronic inflammation and metabolic dysfunction. Obesity increases the…",2101 to 2110 of 6936 results found
211,2,9 January 2025,2025-01-09 00:00:00,"Temporal trends, risk factors and pharmacological treatments of valvular heart disease: triangulation of evidence",https://www.ukbiobank.ac.uk/projects/temporal-trends-risk-factors-and-pharmacological-treatments-of-valvular-heart-disease-triangulation-of-evidence/,"University of Oxford, Great Britain","Valvular heart disease (VHD) is known as a condition that occurs in old age, and there is currently no way to prevent it. There…",2101 to 2110 of 6936 results found
211,3,9 January 2025,2025-01-09 00:00:00,Machine Learning-based Cluster Analysis of Chronic Kidney Disease Using Longitudinal Datasets of Disease Trajectories,https://www.ukbiobank.ac.uk/projects/machine-learning-based-cluster-analysis-of-chronic-kidney-disease-using-longitudinal-datasets-of-disease-trajectories/,"West China Hospital of Sichuan University, China","As a significant global public health problem, chronic kidney disease (CKD) is a progressive disease with no cure and a long disease course. Patients with…",2101 to 2110 of 6936 results found
211,4,9 January 2025,2025-01-09 00:00:00,"Female reproductive factors and risk of cardiovascular disease, diabetes mellitus and microvascular disease",https://www.ukbiobank.ac.uk/projects/female-reproductive-factors-and-risk-of-cardiovascular-disease-diabetes-mellitus-and-microvascular-disease/,"Dalian Medical University, China",It is often hypothesized that certain factors relating to reproduction and pregnancy may have an adverse effect on a woman’s future risk of cardiovascular disease…,2101 to 2110 of 6936 results found
211,5,9 January 2025,2025-01-09 00:00:00,The role of indirect genetic effects in explaining human capital and health outcomes,https://www.ukbiobank.ac.uk/projects/the-role-of-indirect-genetic-effects-in-explaining-human-capital-and-health-outcomes/,"University of Alicante, Spain","Numerous studies from many disciplines have documented strong positive correlations between siblings, between parents and their children and between couples in their human capital, health…",2101 to 2110 of 6936 results found
211,6,9 January 2025,2025-01-09 00:00:00,Genomic Predictors of Ovarian Cancer Risk,https://www.ukbiobank.ac.uk/projects/genomic-predictors-of-ovarian-cancer-risk/,"University of Washington Medical Center, United States of America",Ovarian cancer remains the deadliest gynecologic malignancy. Prior studies have indicated that around 20% of ovarian cancers are associated with identifiable inherited mutations (for example…,2101 to 2110 of 6936 results found
211,7,9 January 2025,2025-01-09 00:00:00,Association between multi-omic features and various phenotypes for identification of biomarkers and therapeutic targets for complex brain disorders.,https://www.ukbiobank.ac.uk/projects/association-between-multi-omic-features-and-various-phenotypes-for-identification-of-biomarkers-and-therapeutic-targets-for-complex-brain-disorders/,"Shanghai Jiao Tong University, China","Based on the genotype and phenotype data of complex brain disorders in the UK Biobank, we aim to explore the etiological mechanisms involving genetic-environmental interactions,…",2101 to 2110 of 6936 results found
211,8,9 January 2025,2025-01-09 00:00:00,Systems medicine research for improved prevention and treatment of complex disease,https://www.ukbiobank.ac.uk/projects/systems-medicine-research-for-improved-prevention-and-treatment-of-complex-disease/,"UMC of the Johannes Gutenberg University, Germany","Complex diseases are common conditions that often go undetected until they become severe, as symptoms tend to appear in later stages. This highlights the critical…",2101 to 2110 of 6936 results found
211,9,9 January 2025,2025-01-09 00:00:00,"Understanding clinical characteristics, risk of disease progression, and outcomes of rare diseases and inflammatory diseases in UK Biobank.",https://www.ukbiobank.ac.uk/projects/understanding-clinical-characteristics-risk-of-disease-progression-and-outcomes-of-rare-diseases-and-inflammatory-diseases-in-uk-biobank/,"Amgen Inc, United States of America","We are interested in conducting research leveraging UK Biobank in TED, MG, NMOSD, IgG4-RD, pulmonary fibrosis, systemic sclerosis, cutaneous lupus erythematosus, ANCA-associated vasculitis, Sjögren’s syndrome,…",2101 to 2110 of 6936 results found
211,10,9 January 2025,2025-01-09 00:00:00,Improving detection and diagnosis of dementia related cortical visual impairment (‘3Dem’),https://www.ukbiobank.ac.uk/projects/improving-detection-and-diagnosis-of-dementia-related-cortical-visual-impairment-3dem/,"University College London, Great Britain","Dementia-related visual impairment (diminished ‘brainsight’, not eyesight) is a life-limiting yet overlooked consequence of Alzheimer’s disease (AD). While such impairment arises from the diminished capacity…",2101 to 2110 of 6936 results found
212,1,9 January 2025,2025-01-09 00:00:00,Understanding the role of genetics and lifestyle factors in the development of cardiomyopathy and heart failure.,https://www.ukbiobank.ac.uk/projects/understanding-the-role-of-genetics-and-lifestyle-factors-in-the-development-of-cardiomyopathy-and-heart-failure/,"University of Sydney, Australia","We plan to investigate the relationship between a person’s genes, body composition and weight, lifestyle factors such as daily physical activity patterns , structured exercise,…",2111 to 2120 of 6936 results found
212,2,9 January 2025,2025-01-09 00:00:00,"Type 2 Diabetes and Subsequent Cancer Risk: A Longitudinal Study on Prevalence, Pattern, and Lifestyle Risk Factors",https://www.ukbiobank.ac.uk/projects/type-2-diabetes-and-subsequent-cancer-risk-a-longitudinal-study-on-prevalence-pattern-and-lifestyle-risk-factors/,"Tsinghua University, China","Aims: Our research aims to investigate how lifestyle factors, such as diet, physical activity and smoking, impact the development and occurrence of cancer in…",2111 to 2120 of 6936 results found
212,3,9 January 2025,2025-01-09 00:00:00,Associations of workplace enviroment with cardio-cerebral vascular disease diseases and their interactions with genetic susceptibility and lifestyle,https://www.ukbiobank.ac.uk/projects/associations-of-workplace-enviroment-with-cardio-cerebral-vascular-disease-diseases-and-their-interactions-with-genetic-susceptibility-and-lifestyle/,"The Second Affiliated Hospital of Nanchang University, China","This project aimed to investigate the relationship between exposure to workplace environment pollution (e.g., chemical smoke, smoking, noise, automobile exhaust) and selected chronic diseases, as…",2111 to 2120 of 6936 results found
212,4,9 January 2025,2025-01-09 00:00:00,"Glycaemic Index, Cardiovascular Disease, Type 2 Diabetes, Diabetes-related Cancers and All-Cause Mortality in the UK Biobank Study.",https://www.ukbiobank.ac.uk/projects/glycaemic-index-cardiovascular-disease-type-2-diabetes-diabetes-related-cancers-and-all-cause-mortality-in-the-uk-biobank-study/,"St. Michael's Hospital, Canada",Background Major concerns have been expressed about the nature of the carbohydrate foods consumed by the general public and the long-term impact on chronic…,2111 to 2120 of 6936 results found
212,5,9 January 2025,2025-01-09 00:00:00,The Development and Evaluation of Biomarkers for Cardiometabolic Diseases,https://www.ukbiobank.ac.uk/projects/the-development-and-evaluation-of-biomarkers-for-cardiometabolic-diseases/,"Ulster University, Great Britain","The UK Biobank represents the largest well-characterised healthcare data set available to research. Due to its scale and the richness of data available, it is…",2111 to 2120 of 6936 results found
212,6,9 January 2025,2025-01-09 00:00:00,Creating a Pancreatic Cancer Control Group for a Pancreatic Cancer Project (CRU5002),https://www.ukbiobank.ac.uk/projects/creating-a-pancreatic-cancer-control-group-for-a-pancreatic-cancer-project-cru5002/,"University Medical Center Göttingen, Germany",[Aims] Pancreatic cancer is a severe disease that can lead to death within a few month in many patients. Pancreatic ductal adenocarcinoma (PDAC) is a…,2111 to 2120 of 6936 results found
212,7,9 January 2025,2025-01-09 00:00:00,Studying data sets about (long-term) antidepressant treatment for dementia prevention,https://www.ukbiobank.ac.uk/projects/studying-data-sets-about-long-term-antidepressant-treatment-for-dementia-prevention/,"University Medical Center Göttingen, Germany","[update] Scientific rationale: Dementia is a common and increasing disease in old age, resulting in dependency of care and thus in high societal costs. Despite…",2111 to 2120 of 6936 results found
212,8,9 January 2025,2025-01-09 00:00:00,Evaluating the determinants and correlates of infection status and immune profile in UKB,https://www.ukbiobank.ac.uk/projects/evaluating-the-determinants-and-correlates-of-infection-status-and-immune-profile-in-ukb/,"University of Birmingham, Great Britain","Our immune system is made up of white cells in our blood and tissues, and how these cells respond to challenges such as infection varies…",2111 to 2120 of 6936 results found
212,9,8 January 2025,2025-01-08 00:00:00,"Real-World Confirmation of Circulating Biomarkers to Validate Novel Targets, Improve Clinical Trial Design and Increase Patient Benefit",https://www.ukbiobank.ac.uk/projects/real-world-confirmation-of-circulating-biomarkers-to-validate-novel-targets-improve-clinical-trial-design-and-increase-patient-benefit/,"Engitix Limited, Great Britain",The aim of our research is to confirm the presence in the blood of specific proteins that we have identified as being highly overexpressed in…,2111 to 2120 of 6936 results found
212,10,8 January 2025,2025-01-08 00:00:00,Genotype-to-phenotype mapping with artificial intelligence,https://www.ukbiobank.ac.uk/projects/genotype-to-phenotype-mapping-with-artificial-intelligence/,"NYU Grossman School of Medicine, United States of America",Research Question: Can predictions made by modern Artificial Intelligence (AI) such as genomic large language models increase the power of genetic studies to identify causal…,2111 to 2120 of 6936 results found
213,1,7 January 2025,2025-01-07 00:00:00,Understanding the effect and prevalence of Fumarate hydratase (FH) Genomic aberration in breast cancer patients,https://www.ukbiobank.ac.uk/projects/understanding-the-effect-and-prevalence-of-fumarate-hydratase-fh-genomic-aberration-in-breast-cancer-patients/,"Ariel University, Israel",This project (duration estimation – one year) is aimed to identify a new group of breast cancer patients that may have beneficial treatment using angiogenesis…,2121 to 2130 of 6936 results found
213,2,7 January 2025,2025-01-07 00:00:00,Prediction of phenotypic and clinical outcomes as a function of genetic variation and its relationship to RNA levels,https://www.ukbiobank.ac.uk/projects/prediction-of-phenotypic-and-clinical-outcomes-as-a-function-of-genetic-variation-and-its-relationship-to-rna-levels/,"Wave Life Sciences Ltd, United States of America","Aims: To discover novel drug targets and their associated diseases, we will use deep learning models to predict tissue-specific mRNA expression patterns from genetic variation…",2121 to 2130 of 6936 results found
213,3,3 January 2025,2025-01-03 00:00:00,Development of a Pan-Cancer Diagnostic Kit Based on Proteome Profiling,https://www.ukbiobank.ac.uk/projects/development-of-a-pan-cancer-diagnostic-kit-based-on-proteome-profiling/,"Xinqiao Hospital of Army Medical University, China",This project plans to leverage advanced multi-omics and computational biology techniques to explore and develop a set of clinical pan-cancer blood early diagnosis markers (panels).,2121 to 2130 of 6936 results found
213,4,3 January 2025,2025-01-03 00:00:00,"Uncover the association between inflammatory bowel disease (IBD) and image derived phenotypes, mental health, accelerated biological aging, pan-cancer and all cause mortality",https://www.ukbiobank.ac.uk/projects/uncover-the-association-between-inflammatory-bowel-disease-ibd-and-image-derived-phenotypes-mental-health-accelerated-biological-aging-pan-cancer-and-all-cause-mortality/,"Jiangsu Province Hospital of Chinese Medicine, China","Inflammatory bowel disease (IBD), which includes ulcerative colitis (UC) and Crohn’s disease (CD), is a chronic inflammatory disease of the gastrointestinal tract whose causative factors…",2121 to 2130 of 6936 results found
213,5,3 January 2025,2025-01-03 00:00:00,Association of cigarette smoking patterns with all-cause and cause-specific mortality in patients with prostate cancer,https://www.ukbiobank.ac.uk/projects/association-of-cigarette-smoking-patterns-with-all-cause-and-cause-specific-mortality-in-patients-with-prostate-cancer/,"The Seventh Affiliated Hospital of Sun Yat sen University, China",The association between cigarette smoking and the risk of prostate cancer remains controversial. Cigarette smoking at the time of diagnosis has been linked to increased…,2121 to 2130 of 6936 results found
213,6,3 January 2025,2025-01-03 00:00:00,A Comprehensive Study on Risk and Protective Factors of Sarcopenia and Its Transition Through Clinical and Multi-Omics Approaches,https://www.ukbiobank.ac.uk/projects/a-comprehensive-study-on-risk-and-protective-factors-of-sarcopenia-and-its-transition-through-clinical-and-multi-omics-approaches/,"Kyung Hee University, Korea (South)","Sarcopenia, characterized by the age-related loss of muscle mass and function, is closely associated with increased risks of falls, hospitalizations, and mortality in older adults.",2121 to 2130 of 6936 results found
213,7,3 January 2025,2025-01-03 00:00:00,Omics Data Reveals Mechanisms of Neurological Diseases,https://www.ukbiobank.ac.uk/projects/omics-data-reveals-mechanisms-of-neurological-diseases/,"Shenzhen Second People's Hospital, China","Questions: Neurological diseases present a major global health challenge. The integrated role of multimodal risk factors remains unclear. Have multi-omics predictive models, based on environment,…",2121 to 2130 of 6936 results found
213,8,3 January 2025,2025-01-03 00:00:00,"Comprehensive Analysis of Cardiovascular Disease: Identifying Risk Factors, Enhancing Diagnosis, Optimizing Treatment, and Improving Prognosis",https://www.ukbiobank.ac.uk/projects/comprehensive-analysis-of-cardiovascular-disease-identifying-risk-factors-enhancing-diagnosis-optimizing-treatment-and-improving-prognosis/,"Xiangya Hospital of Central South University, China",Title: “Unlocking Insights into Cardiovascular Health: A Comprehensive Study Using UK Biobank Data” Aims: Our project aims to delve into the complexities of cardiovascular…,2121 to 2130 of 6936 results found
213,9,3 January 2025,2025-01-03 00:00:00,"Behavioral, environmental, and genetically related predictors of biological aging and aging-related diseases",https://www.ukbiobank.ac.uk/projects/behavioral-environmental-and-genetically-related-predictors-of-biological-aging-and-aging-related-diseases/,"First Hospital of Jilin University, China","As our global population ages, tackling biological aging and treating diseases linked to aging, like diabetes, Alzheimer’s disease, and heart disease, are urgent priorities. These…",2121 to 2130 of 6936 results found
213,10,3 January 2025,2025-01-03 00:00:00,Impact of Immune Cell G-Protein Coupled Receptor Signaling on Diabetes and Obesity,https://www.ukbiobank.ac.uk/projects/impact-of-immune-cell-g-protein-coupled-receptor-signaling-on-diabetes-and-obesity/,"Indian Institute of Technology Kanpur, India","Our research aims to understand how signals from certain receptors in immune cells, called G protein-coupled receptors (GPCRs), affect metabolic tissues like fat, muscle, liver,…",2121 to 2130 of 6936 results found
214,1,2 January 2025,2025-01-02 00:00:00,Identifying Novel Drug Targets Using Genetic Data from UKBiobank,https://www.ukbiobank.ac.uk/projects/identifying-novel-drug-targets-using-genetic-data-from-ukbiobank/,"Kanaph Therapeutics, Inc., Korea (South)",Aims: This research aims to develop a new method for finding potential drug targets by analyzing large-scale genetic data. We will focus on using PheWAS…,2131 to 2140 of 6936 results found
214,2,2 January 2025,2025-01-02 00:00:00,Machine learning-based brain aging morphological signatures of chronic pain,https://www.ukbiobank.ac.uk/projects/machine-learning-based-brain-aging-morphological-signatures-of-chronic-pain/,"University of Florida, United States of America","Chronic pain is experienced by millions worldwide, with highest prevalence in older adults, leading to disability. Biomarkers of healthy brain aging, derived from machine learning…",2131 to 2140 of 6936 results found
214,3,23 December 2024,2024-12-23 00:00:00,How do healthy brains drive a healthy economy? An occupational neuroscience approach,https://www.ukbiobank.ac.uk/projects/how-do-healthy-brains-drive-a-healthy-economy-an-occupational-neuroscience-approach/,"University of Sussex, Great Britain","The ways in which we work can have large impacts on our sleep, physical and mental health, and our ability to spend time with family…",2131 to 2140 of 6936 results found
214,4,20 December 2024,2024-12-20 00:00:00,"Capturing factors of diabetes heterogeneity using metabolomic, proteomic and genomic fingerprints",https://www.ukbiobank.ac.uk/projects/capturing-factors-of-diabetes-heterogeneity-using-metabolomic-proteomic-and-genomic-fingerprints/,"German Diabetes Center, Germany",Our research aims to understand the different types of adult-onset diabetes and their early stages (prediabetes) by analyzing patterns in blood proteins and metabolites. We…,2131 to 2140 of 6936 results found
214,5,20 December 2024,2024-12-20 00:00:00,"Exploring the Impact of Lifestyle, Diet, Treatment, Plasma Metabolites, and Genetic Susceptibility on Immune-Related Diseases Among Patients with Type 2 Diabetes",https://www.ukbiobank.ac.uk/projects/exploring-the-impact-of-lifestyle-diet-treatment-plasma-metabolites-and-genetic-susceptibility-on-immune-related-diseases-among-patients-with-type-2-diabetes/,"The Fourth Affiliated Hospital of Soochow University, China",Background: 1. Global prevalence of Type 2 Diabetes Mellitus (T2DM) and its implications on immune system health. 2. Current gaps in understanding the…,2131 to 2140 of 6936 results found
214,6,19 December 2024,2024-12-19 00:00:00,"Association between brain damage and cardiovascular, cardiometabolic, proteomic and genomic data in apparently healthy population.",https://www.ukbiobank.ac.uk/projects/association-between-brain-damage-and-cardiovascular-cardiometabolic-proteomic-and-genomic-data-in-apparently-healthy-population/,"Medical University of Bialystok, Poland","Cognitive decline poses a significant risk associated with aging. This decline often accompanies aging and can be exacerbated by several factors such as genetic predisposition,…",2131 to 2140 of 6936 results found
214,7,19 December 2024,2024-12-19 00:00:00,Integrative multiomic aging clock model predicting biological age and age-related disease risk,https://www.ukbiobank.ac.uk/projects/integrative-multiomic-aging-clock-model-predicting-biological-age-and-age-related-disease-risk/,"Korea Advanced Institute of Science and Technology, Korea (South)","Aging is a complex biological process linked to the progressive decline in physiological functions and an increased risk of age-related diseases, multimorbidity, and mortality. Existing…",2131 to 2140 of 6936 results found
214,8,19 December 2024,2024-12-19 00:00:00,Leveraging human genetic data to inform drug discovery and development.,https://www.ukbiobank.ac.uk/projects/leveraging-human-genetic-data-to-inform-drug-discovery-and-development/,"Sequoia Genetics Ltd., Great Britain","Scientific rationale: Drug discovery and development is slow and expensive, with a high failure rate. A lot of this inefficiency is due to difficulty…",2131 to 2140 of 6936 results found
214,9,19 December 2024,2024-12-19 00:00:00,Mitochondrial Genetics in Cardiovascular Health and Disease,https://www.ukbiobank.ac.uk/projects/mitochondrial-genetics-in-cardiovascular-health-and-disease/,"Boston University (US), United States of America","Mitochondria are the part of the cell that transform the food we eat into a form that cells can use, adenine triphosphate (ATP). The genetic…",2131 to 2140 of 6936 results found
214,10,19 December 2024,2024-12-19 00:00:00,Association of genetic variations and respiratory disease with outcomes,https://www.ukbiobank.ac.uk/projects/association-of-genetic-variations-and-respiratory-disease-with-outcomes/,"Cleveland Clinic Foundation, United States of America","Chronic respiratory diseases are a major cause of morbidity and mortality, particularly chronic obstructive pulmonary disease (COPD) which is the third leading cause of death…",2131 to 2140 of 6936 results found
215,1,18 December 2024,2024-12-18 00:00:00,Identification of digenic combinations in immune disorders,https://www.ukbiobank.ac.uk/projects/identification-of-digenic-combinations-in-immune-disorders/,"University of Barcelona, Spain","Rare genetic diseases are commonly caused by mutations in a single gene. Thanks to new sequencing and genetic analysis technologies, genetic diagnosis can now be…",2141 to 2150 of 6936 results found
215,2,18 December 2024,2024-12-18 00:00:00,Genetic basis of inflammatory immune mediated diseases,https://www.ukbiobank.ac.uk/projects/genetic-basis-of-inflammatory-immune-mediated-diseases/,"Institute of Parasitology and Biomedicine Lopez-Neyra, Spain","Immune-mediated inflammatory diseases (IMIDs) present systemic symptoms, long-term inflammation and high heterogeneity in their presentation. Because of this, IMIDs are difficult to treat and diagnose,…",2141 to 2150 of 6936 results found
215,3,18 December 2024,2024-12-18 00:00:00,"Circadian rhythm disruption, lifestyle, and liver diseases",https://www.ukbiobank.ac.uk/projects/circadian-rhythm-disruption-lifestyle-and-liver-diseases/,"Washington University in St. Louis, United States of America","Liver disease, such as fatty liver and liver cancer, is a rapidly growing illness worldwide. Obesity and metabolic problems are known to increase the risk…",2141 to 2150 of 6936 results found
215,4,18 December 2024,2024-12-18 00:00:00,Polygenic and mixed risk prediction modelling in pancreatic adenocarcinoma and hepatobiliary carcinomas,https://www.ukbiobank.ac.uk/projects/polygenic-and-mixed-risk-prediction-modelling-in-pancreatic-adenocarcinoma-and-hepatobiliary-carcinomas/,"University of Southampton, Great Britain","Hepatobiliary and pancreatic cancers, constitute one of the cancer groups mostly associated with increased mortality risk. Most of these types of cancer are often asymptomatic…",2141 to 2150 of 6936 results found
215,5,18 December 2024,2024-12-18 00:00:00,"The Impact of Parental Longevity on Brain Health and the Influence of Genetics, Iron Deposition and Physical Function",https://www.ukbiobank.ac.uk/projects/the-impact-of-parental-longevity-on-brain-health-and-the-influence-of-genetics-iron-deposition-and-physical-function/,"Albert Einstein College of Medicine, United States of America","The population of older adults is rapidly increasing. Older age presumably comes with both physical and cognitive challenges. Therefore, the many factors that promote healthy…",2141 to 2150 of 6936 results found
215,6,18 December 2024,2024-12-18 00:00:00,Using AI to characterise ageing and neurodegeneration,https://www.ukbiobank.ac.uk/projects/using-ai-to-characterise-ageing-and-neurodegeneration/,"University of Adelaide, Australia",Aims and scientific rationale: This research aims to create a way to understand the variation in the brain’s anatomy as it changes due to…,2141 to 2150 of 6936 results found
215,7,18 December 2024,2024-12-18 00:00:00,Study of Premature Menopause as a Risk Factor for the Onset of Hypertension and Diabetes Mellitus,https://www.ukbiobank.ac.uk/projects/study-of-premature-menopause-as-a-risk-factor-for-the-onset-of-hypertension-and-diabetes-mellitus/,"Miguel Hernandez University, Spain",To analyze premature menopause as a risk factor for the onset of hypertension and diabetes mellitus. Retrospective Cohort Observational Study in Women Over 40 Years…,2141 to 2150 of 6936 results found
215,8,18 December 2024,2024-12-18 00:00:00,Assessing the relationship between chronic kidney disease (CKD) and metabolic syndrome,https://www.ukbiobank.ac.uk/projects/assessing-the-relationship-between-chronic-kidney-disease-ckd-and-metabolic-syndrome/,"Zhongshan Hospital Affiliated to Fudan University, China","Chronic kidney disease (CKD) and metabolic syndrome are two major comorbidities affecting a substantial proportion of the general population, with a considerable increase in the…",2141 to 2150 of 6936 results found
215,9,18 December 2024,2024-12-18 00:00:00,"Investigation of Lifestyle, Environmental, and Clinical Determinants on Urological Cancer and Nephrology-related Diseases",https://www.ukbiobank.ac.uk/projects/investigation-of-lifestyle-environmental-and-clinical-determinants-on-urological-cancer-and-nephrology-related-diseases/,"Nanchang University, China","Objective: To investigate the lifestyle, environmental, and clinical determinants that influence the onset and progression of urological cancer (e.g., renal cell carcinoma, bladder cancer) and…",2141 to 2150 of 6936 results found
