website_page,website_index_on_page,website_start_date,website_start_date_text,website_title,website_institution,website_url,match_status,match_method,matched_app_id,schema27_title,schema27_institution,candidate_app_ids
160,9,2025-05-14,14 May 2025,Integrating Epidemiology and Molecular Biomarkers for Cancer Risk Prediction and Treatment Outcomes,"Second Affiliated Hospital of Zhejiang University, China",https://www.ukbiobank.ac.uk/projects/integrating-epidemiology-and-molecular-biomarkers-for-cancer-risk-prediction-and-treatment-outcomes/,matched,unique_normalized_title,749679,Integrating Epidemiology and Molecular Biomarkers for Cancer Risk Prediction and Treatment Outcomes,Second Affiliated Hospital of Zhejiang University,749679
160,10,2025-05-12,12 May 2025,A comprehensive assessment of the interactions in heart-brain cross-talk based on brain structural analyses,"First Hospital of Jilin University, China",https://www.ukbiobank.ac.uk/projects/a-comprehensive-assessment-of-the-interactions-in-heart-brain-cross-talk-based-on-brain-structural-analyses/,matched,unique_normalized_title,653314,A comprehensive assessment of the interactions in heart-brain cross-talk based on brain structural analyses,First Hospital of Jilin University,653314
161,1,2025-05-12,12 May 2025,Causal Relationship between Environmental Risk Factors and Cognitive Impairment and underlying mechanisms,"Chinese Academy of Medical Sciences &Peking Union Medical College, China",https://www.ukbiobank.ac.uk/projects/causal-relationship-between-environmental-risk-factors-and-cognitive-impairment-and-underlying-mechanisms/,matched,unique_normalized_title,734491,Causal Relationship between Environmental Risk Factors and Cognitive Impairment and underlying mechanisms,Chinese Academy of Medical Sciences &Peking Union Medical College,734491
161,2,2025-05-12,12 May 2025,The gene-environmental interaction in progression of chronic multimorbidity,"Peking University Third Hospital, China",https://www.ukbiobank.ac.uk/projects/the-gene-environmental-interaction-in-progression-of-chronic-multimorbidity/,matched,unique_normalized_title,303557,The gene-environmental interaction in progression of chronic multimorbidity,Peking University Third Hospital,303557
161,3,2025-05-12,12 May 2025,Genetic and environmental risk factors of treatment-resistant schizophrenia (TRS),"University of Wollongong, Australia",https://www.ukbiobank.ac.uk/projects/genetic-and-environmental-risk-factors-of-treatment-resistant-schizophrenia-trs/,matched,unique_normalized_title,370501,Genetic and environmental risk factors of treatment-resistant schizophrenia (TRS),University of Wollongong,370501
161,4,2025-05-12,12 May 2025,Genetic architecture of complex traits: linking biology and population health,"Stanford University, United States of America",https://www.ukbiobank.ac.uk/projects/genetic-architecture-of-complex-traits-linking-biology-and-population-health/,matched,unique_normalized_title,523297,Genetic architecture of complex traits: linking biology and population health,Stanford University,523297
161,5,2025-05-11,11 May 2025,"Risk, disease mechanisms and their implications on liver disease","University of Liverpool, Great Britain",https://www.ukbiobank.ac.uk/projects/risk-disease-mechanisms-and-their-implications-on-liver-disease/,matched,unique_normalized_title,727562,"Risk, disease mechanisms and their implications on liver disease",University of Liverpool,727562
161,6,2025-05-10,10 May 2025,MULTI: modeling human aging and disease via multi-organ and multi-omics biomedical data,"Columbia University, United States of America",https://www.ukbiobank.ac.uk/projects/multi-modeling-human-aging-and-disease-via-multi-organ-and-multi-omics-biomedical-data/,matched,unique_normalized_title,647044,MULTI: modeling human aging and disease via multi-organ and multi-omics biomedical data,Columbia University,647044
161,7,2025-05-10,10 May 2025,Exploring the Correlation Between Metabolic Diseases and Neurological Disorders and the Underlying Neuroendocrine Mechanisms,"Ningxia Medical University, China",https://www.ukbiobank.ac.uk/projects/exploring-the-correlation-between-metabolic-diseases-and-neurological-disorders-and-the-underlying-neuroendocrine-mechanisms/,matched,unique_normalized_title,278107,Exploring the Correlation Between Metabolic Diseases and Neurological Disorders and the Underlying Neuroendocrine Mechanisms,Ningxia Medical University,278107
161,8,2025-05-09,9 May 2025,Investigation of risk factors for incidence and survival of cancer subtypes,"University of Oxford, Great Britain",https://www.ukbiobank.ac.uk/projects/investigation-of-risk-factors-for-incidence-and-survival-of-cancer-subtypes/,matched,unique_normalized_title,220691,Investigation of risk factors for incidence and survival of cancer subtypes,University of Oxford,220691
161,9,2025-05-09,9 May 2025,Multi-omic research on the genetic basis of disease with special emphasis on somatic mutations and diseases of aging,"Vanderbilt University Medical Center, United States of America",https://www.ukbiobank.ac.uk/projects/multi-omic-research-on-the-genetic-basis-of-disease-with-special-emphasis-on-somatic-mutations-and-diseases-of-aging/,matched,unique_normalized_title,558604,Multi-omic research on the genetic basis of disease with special emphasis on somatic mutations and diseases of aging,Vanderbilt University Medical Center,558604
161,10,2025-05-09,9 May 2025,"Investigating the associations of periodontal diseases with atrial fibrillation and hypertension development and their interactions, using population-based data from the UK Biobank","University of Liverpool, Great Britain",https://www.ukbiobank.ac.uk/projects/investigating-the-associations-of-periodontal-diseases-with-atrial-fibrillation-and-hypertension-development-and-their-interactions-using-population-based-data-from-the-uk-biobank/,matched,unique_normalized_title,580395,"Investigating the associations of periodontal diseases with atrial fibrillation and hypertension development and their interactions, using population-based data from the UK Biobank",University of Liverpool,580395
162,1,2025-05-09,9 May 2025,"Prediction, Risk Stratification, and Prognostic Monitoring of Respiratory Comorbidities: A Longitudinal Approach Using UK Biobank Data","Peking Union Medical College, China",https://www.ukbiobank.ac.uk/projects/prediction-risk-stratification-and-prognostic-monitoring-of-respiratory-comorbidities-a-longitudinal-approach-using-uk-biobank-data/,matched,unique_normalized_title,606781,"Prediction, Risk Stratification, and Prognostic Monitoring of Respiratory Comorbidities: A Longitudinal Approach Using UK Biobank Data",Peking Union Medical College,606781
162,2,2025-05-09,9 May 2025,Cross-Influence of Shared Risk Factors in Cardiovascular Disease and Cancer,"The Seventh Affiliated Hospital of Sun Yat sen University, China",https://www.ukbiobank.ac.uk/projects/cross-influence-of-shared-risk-factors-in-cardiovascular-disease-and-cancer/,matched,unique_normalized_title,633186,Cross-Influence of Shared Risk Factors in Cardiovascular Disease and Cancer,The Seventh Affiliated Hospital of Sun Yat sen University,633186
162,3,2025-05-08,8 May 2025,"Exploring the Glymphatic System, Cognitive Decline, Sleep, and Biomarkers in Alzheimer’s Disease: An In-Depth Analysis Using UK Biobank Data","University of Brasilia, Brazil",https://www.ukbiobank.ac.uk/projects/exploring-the-glymphatic-system-cognitive-decline-sleep-and-biomarkers-in-alzheimers-disease-an-in-depth-analysis-using-uk-biobank-data/,matched,detail_page_app_id_after_title_unmatched_or_ambiguous,638467,"Exploring the Glymphatic System, Cognitive Decline, Sleep, and Biomarkers in Alzheimer's Disease: An In-Depth Analysis Using UK Biobank Data",University of Brasilia,
162,4,2025-05-08,8 May 2025,A Metabolic Profile of Muscle Function in Middle-aged and Older Adults,"Indiana University Purdue University Indianapolis, United States of America",https://www.ukbiobank.ac.uk/projects/a-metabolic-profile-of-muscle-function-in-middle-aged-and-older-adults/,matched,unique_normalized_title,102947,A Metabolic Profile of Muscle Function in Middle-aged and Older Adults,Indiana University Purdue University Indianapolis,102947
162,5,2025-05-08,8 May 2025,Designing optimal neuromodulation strategies for depression using neuromorphic computing inspired by multimodal brain imaging data,"Nanhu Brain-computer Interface Institute, China",https://www.ukbiobank.ac.uk/projects/designing-optimal-neuromodulation-strategies-for-depression-using-neuromorphic-computing-inspired-by-multimodal-brain-imaging-data/,matched,unique_normalized_title,447069,Designing optimal neuromodulation strategies for depression using neuromorphic computing inspired by multimodal brain imaging data,Nanhu Brain-computer Interface Institute,447069
162,6,2025-05-08,8 May 2025,Genetics of oral diseases and the impact on systemic diseases,"University of Hong Kong, Hong Kong",https://www.ukbiobank.ac.uk/projects/genetics-of-oral-diseases-and-the-impact-on-systemic-diseases/,matched,unique_normalized_title,546398,Genetics of oral diseases and the impact on systemic diseases,University of Hong Kong,546398
162,7,2025-05-07,7 May 2025,Development and application of multi-ancestry computational methods to understand isoform-level effects on complex traits and their environmental moderation,"University of Texas (MD Anderson), United States of America",https://www.ukbiobank.ac.uk/projects/development-and-application-of-multi-ancestry-computational-methods-to-understand-isoform-level-effects-on-complex-traits-and-their-environmental-moderation/,matched,unique_normalized_title,304507,Development and application of multi-ancestry computational methods to understand isoform-level effects on complex traits and their environmental moderation,University of Texas (MD Anderson),304507
162,8,2025-05-07,7 May 2025,Genetic and lifetime exposure effects on aging and age-related disease,"University of Oxford, Great Britain",https://www.ukbiobank.ac.uk/projects/genetic-and-lifetime-exposure-effects-on-aging-and-age-related-disease/,matched,unique_normalized_title,597553,Genetic and lifetime exposure effects on aging and age-related disease,University of Oxford,597553
162,9,2025-05-07,7 May 2025,Autoimmune diseases and cardiovascular risks. Investigating possible pathophysiological mechanisms and disease-specific risk prediction tools.,"Katholieke Universiteit Leuven, Belgium",https://www.ukbiobank.ac.uk/projects/autoimmune-diseases-and-cardiovascular-risks-investigating-possible-pathophysiological-mechanisms-and-disease-specific-risk-prediction-tools/,matched,unique_normalized_title,703810,Autoimmune diseases and cardiovascular risks. Investigating possible pathophysiological mechanisms and disease-specific risk prediction tools.,Katholieke Universiteit Leuven,703810
162,10,2025-05-06,6 May 2025,Functional organization of human auditory system,"Massachusetts General Hospital, United States of America",https://www.ukbiobank.ac.uk/projects/functional-organization-of-human-auditory-system/,matched,unique_normalized_title,611436,Functional organization of human auditory system,Massachusetts General Hospital,611436
163,1,2025-05-06,6 May 2025,Analyzing Minor Allele Homozygosity: Patterns and Correlations,"Weizmann Institute of Science, Israel",https://www.ukbiobank.ac.uk/projects/analyzing-minor-allele-homozygosity-patterns-and-correlations/,matched,unique_normalized_title,457958,Analyzing Minor Allele Homozygosity: Patterns and Correlations,Weizmann Institute of Science,457958
163,2,2025-05-06,6 May 2025,The effects of cardiometabolic risk factors and the dynamic trends on the natural progression of frailty in older adults,"Jinzhou Medical University, China",https://www.ukbiobank.ac.uk/projects/the-effects-of-cardiometabolic-risk-factors-and-the-dynamic-trends-on-the-natural-progression-of-frailty-in-older-adults/,matched,unique_normalized_title,531683,The effects of cardiometabolic risk factors and the dynamic trends on the natural progression of frailty in older adults,Jinzhou Medical University,531683
163,3,2025-05-06,6 May 2025,Unraveling the Genetic Architecture of Aging,"University of Chicago, United States of America",https://www.ukbiobank.ac.uk/projects/unraveling-the-genetic-architecture-of-aging/,matched,unique_normalized_title,533098,Unraveling the Genetic Architecture of Aging,University of Chicago,533098
163,4,2025-05-05,5 May 2025,Redefining Disease Classification through the Adaptome: A Novel Approach Using Artificial Intelligence and Complex Networks,"HAL 10.000 S.L., Spain",https://www.ukbiobank.ac.uk/projects/redefining-disease-classification-through-the-adaptome-a-novel-approach-using-artificial-intelligence-and-complex-networks/,matched,unique_normalized_title,695241,Redefining Disease Classification through the Adaptome: A Novel Approach Using Artificial Intelligence and Complex Networks,HAL 10.000 S.L.,695241
163,5,2025-05-04,4 May 2025,Identification of genetic etiologies for sleep and circadian phenotypes,"Baylor College of Medicine, United States of America",https://www.ukbiobank.ac.uk/projects/identification-of-genetic-etiologies-for-sleep-and-circadian-phenotypes/,matched,unique_normalized_title,369848,Identification of genetic etiologies for sleep and circadian phenotypes,Baylor College of Medicine,369848
163,6,2025-05-04,4 May 2025,Data-driven stratification of chronic pain to elucidate the contribution of inflammatory mechanisms,"Saitama Medical University, Japan",https://www.ukbiobank.ac.uk/projects/data-driven-stratification-of-chronic-pain-to-elucidate-the-contribution-of-inflammatory-mechanisms/,matched,unique_normalized_title,379089,Data-driven stratification of chronic pain to elucidate the contribution of inflammatory mechanisms,Saitama Medical University,379089
163,7,2025-05-03,3 May 2025,Identification of novel disease-causing genes using novel statistical methods that uncover hidden genetic and phenotypic heterogeneities.,"Baylor College of Medicine, United States of America",https://www.ukbiobank.ac.uk/projects/identification-of-novel-disease-causing-genes-using-novel-statistical-methods-that-uncover-hidden-genetic-and-phenotypic-heterogeneities/,matched,unique_normalized_title,139174,Identification of novel disease-causing genes using novel statistical methods that uncover hidden genetic and phenotypic heterogeneities.,Baylor College of Medicine,139174
163,8,2025-05-02,2 May 2025,Elucidation of stable brain feature extraction methods independent of sample size,"Tohoku University, Japan",https://www.ukbiobank.ac.uk/projects/elucidation-of-stable-brain-feature-extraction-methods-independent-of-sample-size/,matched,unique_normalized_title,303590,Elucidation of stable brain feature extraction methods independent of sample size,Tohoku University,303590
163,9,2025-05-02,2 May 2025,Does elevated lipoprotein A mediate the association of depression with cardiovascular diseases?,"Deakin University, Australia",https://www.ukbiobank.ac.uk/projects/does-elevated-lipoprotein-a-mediate-the-association-of-depression-with-cardiovascular-diseases/,matched,unique_normalized_title,494912,Does elevated lipoprotein A mediate the association of depression with cardiovascular diseases?,Deakin University,494912
163,10,2025-05-02,2 May 2025,Correlation and multiomics studies of age-related diseases and neurological diseases,"Third Affiliated Hospital of Soochow University, China",https://www.ukbiobank.ac.uk/projects/correlation-and-multiomics-studies-of-age-related-diseases-and-neurological-diseases/,matched,unique_normalized_title,762894,Correlation and multiomics studies of age-related diseases and neurological diseases,Third Affiliated Hospital of Soochow University,762894
164,1,2025-05-01,1 May 2025,Impacts of complex environmental exposures and genetic susceptibility on human health outcomes: exploring potential pathways.,"Fudan University, China",https://www.ukbiobank.ac.uk/projects/impacts-of-complex-environmental-exposures-and-genetic-susceptibility-on-human-health-outcomes-exploring-potential-pathways/,matched,unique_normalized_title,562567,Impacts of complex environmental exposures and genetic susceptibility on human health outcomes: exploring potential pathways.,Fudan University,562567
164,2,2025-04-30,30 April 2025,Vascular and Inflammatory Dysfunction in Aging and Alzheimer’s disease.,"NYU Grossman School of Medicine, United States of America",https://www.ukbiobank.ac.uk/projects/vascular-and-inflammatory-dysfunction-in-aging-and-alzheimers-disease/,matched,detail_page_app_id_after_title_unmatched_or_ambiguous,176768,Vascular and Inflammatory Dysfunction in Aging and Alzheimer's disease.,NYU Grossman School of Medicine,
164,3,2025-04-30,30 April 2025,Association of novel heart failure risk factors and biomarkers with incident cancer,"Erasmus MC, Netherlands",https://www.ukbiobank.ac.uk/projects/association-of-novel-heart-failure-risk-factors-and-biomarkers-with-incident-cancer/,matched,unique_normalized_title,334205,Association of novel heart failure risk factors and biomarkers with incident cancer,Erasmus MC,334205
164,4,2025-04-30,30 April 2025,Polygenic contributions to differential cognitive trajectories in Alzheimer’s disease and related dementias,"University of Pennsylvania, United States of America",https://www.ukbiobank.ac.uk/projects/polygenic-contributions-to-differential-cognitive-trajectories-in-alzheimers-disease-and-related-dementias/,matched,detail_page_app_id_after_title_unmatched_or_ambiguous,362584,Polygenic contributions to differential cognitive trajectories in Alzheimer's disease and related dementias,University of Pennsylvania,
164,5,2025-04-30,30 April 2025,"Interaction and joint effects of exposome, genome, and metabolome on chronic diseases","First Affiliated Hospital of Gannan Medical University, China",https://www.ukbiobank.ac.uk/projects/interaction-and-joint-effects-of-exposome-genome-and-metabolome-on-chronic-diseases/,matched,unique_normalized_title,532253,"Interaction and joint effects of exposome, genome, and metabolome on chronic diseases",First Affiliated Hospital of Gannan Medical University,532253
164,6,2025-04-30,30 April 2025,"Study on the Impact of Genetic Variation, Environmental Exposure, and Lifestyle Behaviors on Disease Progression and Health Outcomes in Patients with Chronic Infectious Diseases","Hangzhou Medical College, China",https://www.ukbiobank.ac.uk/projects/study-on-the-impact-of-genetic-variation-environmental-exposure-and-lifestyle-behaviors-on-disease-progression-and-health-outcomes-in-patients-with-chronic-infectious-diseases/,matched,unique_normalized_title,545732,"Study on the Impact of Genetic Variation, Environmental Exposure, and Lifestyle Behaviors on Disease Progression and Health Outcomes in Patients with Chronic Infectious Diseases",Hangzhou Medical College,545732
164,7,2025-04-30,30 April 2025,"Risk factors of hospital admissions associated with type 2 diabetes, dementia and comorbid type 2 diabetes and dementia.","University of East Anglia, Great Britain",https://www.ukbiobank.ac.uk/projects/risk-factors-of-hospital-admissions-associated-with-type-2-diabetes-dementia-and-comorbid-type-2-diabetes-and-dementia/,matched,unique_normalized_title,549360,"Risk factors of hospital admissions associated with type 2 diabetes, dementia and comorbid type 2 diabetes and dementia.",University of East Anglia,549360
164,8,2025-04-30,30 April 2025,"Causes, risk prediction and outcomes of gastrointestinal diseases","Karolinska Institutet, Sweden",https://www.ukbiobank.ac.uk/projects/causes-risk-prediction-and-outcomes-of-gastrointestinal-diseases/,matched,unique_normalized_title,551355,"Causes, risk prediction and outcomes of gastrointestinal diseases",Karolinska Institutet,551355
164,9,2025-04-30,30 April 2025,Investigating the Role of Clonal Hematopoiesis of Indeterminate Potential in Severe Community-Acquired Pneumonia Outcomes and Pathogenesis,"Ruijin Hospital, China",https://www.ukbiobank.ac.uk/projects/investigating-the-role-of-clonal-hematopoiesis-of-indeterminate-potential-in-severe-community-acquired-pneumonia-outcomes-and-pathogenesis/,matched,unique_normalized_title,573782,Investigating the Role of Clonal Hematopoiesis of Indeterminate Potential in Severe Community-Acquired Pneumonia Outcomes and Pathogenesis,Ruijin Hospital,573782
164,10,2025-04-30,30 April 2025,Markers of Healthspan and their relation with nutrition,"The Hong Kong Polytechnic University, Hong Kong",https://www.ukbiobank.ac.uk/projects/markers-of-healthspan-and-their-relation-with-nutrition/,matched,unique_normalized_title,584340,Markers of Healthspan and their relation with nutrition,The Hong Kong Polytechnic University,584340
165,1,2025-04-30,30 April 2025,Integrating Multifaceted Data to Identify Risk Factors for Valvular Disease,"Peking University, China",https://www.ukbiobank.ac.uk/projects/integrating-multifaceted-data-to-identify-risk-factors-for-valvular-disease/,matched,unique_normalized_title,592266,Integrating Multifaceted Data to Identify Risk Factors for Valvular Disease,Peking University,592266
165,2,2025-04-30,30 April 2025,Gene-environment interaction and cancer risk in BRCA2 pathogenic variant carriers,"Sapienza Universita di Roma, Italy",https://www.ukbiobank.ac.uk/projects/gene-environment-interaction-and-cancer-risk-in-brca2-pathogenic-variant-carriers/,matched,unique_normalized_title,595932,Gene-environment interaction and cancer risk in BRCA2 pathogenic variant carriers,Sapienza Universita di Roma,595932
165,3,2025-04-30,30 April 2025,"Leveraging machine learning multi-omic analyses to elucidate the complex interconnections between lifestyle factors, metabolic conditions, cognitive decline and dementia","Universitat Rovira i Virgili, Spain",https://www.ukbiobank.ac.uk/projects/leveraging-machine-learning-multi-omic-analyses-to-elucidate-the-complex-interconnections-between-lifestyle-factors-metabolic-conditions-cognitive-decline-and-dementia/,matched,unique_normalized_title,602541,"Leveraging machine learning multi-omic analyses to elucidate the complex interconnections between lifestyle factors, metabolic conditions, cognitive decline and dementia",Universitat Rovira i Virgili,602541
165,4,2025-04-30,30 April 2025,"Assessing association of risks and prognoses between mental disorders (e.g., depression, anxiety, bipolar disorder, schizophrenia) and cardiovascular diseases (CVD).","Jinan University, China",https://www.ukbiobank.ac.uk/projects/assessing-association-of-risks-and-prognoses-between-mental-disorders-e-g-depression-anxiety-bipolar-disorder-schizophrenia-and-cardiovascular-diseases-cvd/,matched,unique_normalized_title,608779,"Assessing association of risks and prognoses between mental disorders (e.g., depression, anxiety, bipolar disorder, schizophrenia) and cardiovascular diseases (CVD).",Jinan University,608779
165,5,2025-04-30,30 April 2025,"Cardiovascular-Kidney-Metabolic (CKM) Conditions, Sepsis, COPD, Obesity, and Their Impact on Life Expectancy: Exploring Risk Factors, Prognostic Value, and Multimorbidity Effects","Second Xiangya Hospital of Central South University, China",https://www.ukbiobank.ac.uk/projects/cardiovascular-kidney-metabolic-ckm-conditions-sepsis-copd-obesity-and-their-impact-on-life-expectancy-exploring-risk-factors-prognostic-value-and-multimorbidity-effects/,matched,unique_normalized_title,617672,"Cardiovascular-Kidney-Metabolic (CKM) Conditions, Sepsis, COPD, Obesity, and Their Impact on Life Expectancy: Exploring Risk Factors, Prognostic Value, and Multimorbidity Effects",Second Xiangya Hospital of Central South University,617672
165,6,2025-04-30,30 April 2025,Unraveling Rheumatic Immune Diseases Using UKB Data: From Genetics to Clinical Applications,"Chongqing University of Chinese Medicine, China",https://www.ukbiobank.ac.uk/projects/unraveling-rheumatic-immune-diseases-using-ukb-data-from-genetics-to-clinical-applications/,matched,unique_normalized_title,641439,Unraveling Rheumatic Immune Diseases Using UKB Data: From Genetics to Clinical Applications,Chongqing University of Chinese Medicine,641439
165,7,2025-04-30,30 April 2025,Assessing the Impacts of Biological Chain Interactions on Health and Well-being,"Southwestern University of Finance and Economics, China",https://www.ukbiobank.ac.uk/projects/assessing-the-impacts-of-biological-chain-interactions-on-health-and-well-being/,matched,unique_normalized_title,705789,Assessing the Impacts of Biological Chain Interactions on Health and Well-being,Southwestern University of Finance and Economics,705789
165,8,2025-04-30,30 April 2025,"AI-model for the early detection of Neurodegenerative Diseases using Ocular Images(fundus, OCT, OCTA, etc ), CT, MRI, demographics, Clinical data.","Hamad Bin Khalifa University, Qatar",https://www.ukbiobank.ac.uk/projects/ai-model-for-the-early-detection-of-neurodegenerative-diseases-using-ocular-imagesfundus-oct-octa-etc-ct-mri-demographics-clinical-data/,matched,unique_normalized_title,706446,"AI-model for the early detection of Neurodegenerative Diseases using Ocular Images(fundus, OCT, OCTA, etc ), CT, MRI, demographics, Clinical data.",Hamad Bin Khalifa University,706446
165,9,2025-04-30,30 April 2025,"Exploring the Interactions between Genetics, Environment, and Behavior in Immune-Mediated Inflammatory Skin Diseases.","First Affiliated Hospital Army Medical University, China",https://www.ukbiobank.ac.uk/projects/exploring-the-interactions-between-genetics-environment-and-behavior-in-immune-mediated-inflammatory-skin-diseases/,matched,unique_normalized_title,723619,"Exploring the Interactions between Genetics, Environment, and Behavior in Immune-Mediated Inflammatory Skin Diseases.",First Affiliated Hospital Army Medical University,723619
165,10,2025-04-30,30 April 2025,Multidimensional Phenotypic Associations of Hypothalamic-Pituitary Activity Beyond the HPG Axis,"Huashan Hospital, China",https://www.ukbiobank.ac.uk/projects/multidimensional-phenotypic-associations-of-hypothalamic-pituitary-activity-beyond-the-hpg-axis/,matched,unique_normalized_title,767492,Multidimensional Phenotypic Associations of Hypothalamic-Pituitary Activity Beyond the HPG Axis,Huashan Hospital,767492
166,1,2025-04-30,30 April 2025,The Causal Impact of Childhood Neurological Abnormalities Experience on the Risk of Adult Neurological Disorders,"Chinese PLA General Hospital, China",https://www.ukbiobank.ac.uk/projects/the-causal-impact-of-childhood-neurological-abnormalities-experience-on-the-risk-of-adult-neurological-disorders/,matched,unique_normalized_title,769210,The Causal Impact of Childhood Neurological Abnormalities Experience on the Risk of Adult Neurological Disorders,Chinese PLA General Hospital,769210
166,2,2025-04-29,29 April 2025,"Multimodal integration for predicting various cognitive functions performance from brain imaging and genetic data and explore the interactive effects among genetics, environment, and the brain.","Beijing Normal University, China",https://www.ukbiobank.ac.uk/projects/multimodal-integration-for-predicting-various-cognitive-functions-performance-from-brain-imaging-and-genetic-data-and-explore-the-interactive-effects-among-genetics-environment-and-the-brain/,matched,unique_normalized_title,610419,"Multimodal integration for predicting various cognitive functions performance from brain imaging and genetic data and explore the interactive effects among genetics, environment, and the brain.",Beijing Normal University,610419
166,3,2025-04-29,29 April 2025,"Extending Healthy Lifespan through Sarcopenia Drug Development, Universal Biomarker Diagnostic Index Development and Clinical Application, and Clinical Validation and Commercialization of Digital Ther","Inha University Hospital, Korea (South)",https://www.ukbiobank.ac.uk/projects/extending-healthy-lifespan-through-sarcopenia-drug-development-universal-biomarker-diagnostic-index-development-and-clinical-application-and-clinical-validation-and-commercialization-of-digital-ther/,matched,unique_normalized_title,622629,"Extending Healthy Lifespan through Sarcopenia Drug Development, Universal Biomarker Diagnostic Index Development and Clinical Application, and Clinical Validation and Commercialization of Digital Ther",Inha University Hospital,622629
166,4,2025-04-29,29 April 2025,Serum proteomic profiles predict onset and severity of immune- related adverse events from immune checkpoint inhibitor therapy,"Harbin Medical University, China",https://www.ukbiobank.ac.uk/projects/serum-proteomic-profiles-predict-onset-and-severity-of-immune-related-adverse-events-from-immune-checkpoint-inhibitor-therapy/,matched,unique_normalized_title,699845,Serum proteomic profiles predict onset and severity of immune- related adverse events from immune checkpoint inhibitor therapy,Harbin Medical University,699845
166,5,2025-04-28,28 April 2025,"Explore the impact of autoimmune and metabolic diseases on body composition, cardiovascular health, and neurodegenerative diseases.","Chengdu University of Traditional Chinese Medicine., China",https://www.ukbiobank.ac.uk/projects/explore-the-impact-of-autoimmune-and-metabolic-diseases-on-body-composition-cardiovascular-health-and-neurodegenerative-diseases/,matched,unique_normalized_title,666187,"Explore the impact of autoimmune and metabolic diseases on body composition, cardiovascular health, and neurodegenerative diseases.",Chengdu University of Traditional Chinese Medicine.,666187
166,6,2025-04-28,28 April 2025,Developing and evaluating statistical methodology for estimating causal effects using observational data,"University of Bristol, Great Britain",https://www.ukbiobank.ac.uk/projects/developing-and-evaluating-statistical-methodology-for-estimating-causal-effects-using-observational-data/,matched,unique_normalized_title,704132,Developing and evaluating statistical methodology for estimating causal effects using observational data,University of Bristol,704132
166,7,2025-04-28,28 April 2025,Investigating the risk factors and biomarkers for cancer-associated CVD and CVD-associated cancer,"Stanford University, United States of America",https://www.ukbiobank.ac.uk/projects/investigating-the-risk-factors-and-biomarkers-for-cancer-associated-cvd-and-cvd-associated-cancer/,matched,unique_normalized_title,706110,Investigating the risk factors and biomarkers for cancer-associated CVD and CVD-associated cancer,Stanford University,706110
166,8,2025-04-28,28 April 2025,Multimodal Analysis of Risk Factors and Genetic Susceptibility in Chronic Urinary System Diseases.,"Shantou University Medical College, China",https://www.ukbiobank.ac.uk/projects/multimodal-analysis-of-risk-factors-and-genetic-susceptibility-in-chronic-urinary-system-diseases/,matched,unique_normalized_title,707769,Multimodal Analysis of Risk Factors and Genetic Susceptibility in Chronic Urinary System Diseases.,Shantou University Medical College,707769
166,9,2025-04-28,28 April 2025,Search for possible genetic markers of sensitivity to the antinociceptive effect of botulinum toxin in patients with peripheral neuropathic pain,"Merz Therapeutics GmbH, Germany",https://www.ukbiobank.ac.uk/projects/search-for-possible-genetic-markers-of-sensitivity-to-the-antinociceptive-effect-of-botulinum-toxin-in-patients-with-peripheral-neuropathic-pain/,matched,unique_normalized_title,714039,Search for possible genetic markers of sensitivity to the antinociceptive effect of botulinum toxin in patients with peripheral neuropathic pain,Merz Therapeutics GmbH,714039
166,10,2025-04-28,28 April 2025,Risk Factors and Pathophysiological Characteristics of Cardiovascular-Kidney-Metabolic (CKM) Syndrome,"The Second Affiliated Hospital of Dalian Medical University, China",https://www.ukbiobank.ac.uk/projects/risk-factors-and-pathophysiological-characteristics-of-cardiovascular-kidney-metabolic-ckm-syndrome/,matched,unique_normalized_title,719649,Risk Factors and Pathophysiological Characteristics of Cardiovascular-Kidney-Metabolic (CKM) Syndrome,The Second Affiliated Hospital of Dalian Medical University,719649
167,1,2025-04-28,28 April 2025,"Multi-Organ Interactions in Common Diseases: Integrating Mental Disorders, Cancer, Cardiovascular Disease, and Diabetes","Second Affiliated Hospital of Xinxiang Medical University, China",https://www.ukbiobank.ac.uk/projects/multi-organ-interactions-in-common-diseases-integrating-mental-disorders-cancer-cardiovascular-disease-and-diabetes/,matched,unique_normalized_title,753757,"Multi-Organ Interactions in Common Diseases: Integrating Mental Disorders, Cancer, Cardiovascular Disease, and Diabetes",Second Affiliated Hospital of Xinxiang Medical University,753757
167,2,2025-04-28,28 April 2025,"Multifactorial Analysis of Brain Function, Structure, and Disease Risk: Investigating Genetic, Lifestyle, and Social Determinants of Neurological and Mental Health Using UK Biobank Data","Jilin University, China",https://www.ukbiobank.ac.uk/projects/multifactorial-analysis-of-brain-function-structure-and-disease-risk-investigating-genetic-lifestyle-and-social-determinants-of-neurological-and-mental-health-using-uk-biobank-data/,matched,unique_normalized_title,769193,"Multifactorial Analysis of Brain Function, Structure, and Disease Risk: Investigating Genetic, Lifestyle, and Social Determinants of Neurological and Mental Health Using UK Biobank Data",Jilin University,769193
